Event_ID,Event_Title,Date,Day_of_Navratri,State,City,Event_Type,Category,Participants,Donations,Duration_Hours,Rating,Age_Group,Venue_Type,Organizer,Entry_Fee,Food_Stalls,Live_Music,Celebrity_Guest,Prize_Money,Sponsor,Media_Coverage,Social_Media_Reach,Repeat_Attendees,First_Time_Attendees,Female_Participants,Male_Participants,Volunteers,Safety_Measures,Parking_Available,Accessibility,Environmental_Impact
1407,Navratri Cultural Evening,2025-09-16,Day 2,Uttar Pradesh,Agra,Cultural Program,Spiritual Significance of Nine Nights (Navratri as Inner Transformation),116,10133.34,3,4.2,Senior (45+),College Ground,Residential Welfare Association,0,No,Yes,No,0,No,Yes,7569,39,51,54,51,30,Good,No,Limited,Eco-Friendly
1425,Grand Dandiya Celebration,2025-09-16,Day 2,Madhya Pradesh,Jabalpur,Dandiya Night,Navratri as a Platform for Social Unity & Diversity,407,32576.58,5,4.4,Kids (5-12),School Campus,School Management,0,No,Yes,Yes,0,No,No,4688,56,74,64,54,44,Excellent,Yes,Limited,Eco-Friendly
1430,Kids Navratri Special,2025-09-16,Day 2,Tamil Nadu,Madurai,Kids Special,Goddess Devi & Her Nine Forms (Navadurga),164,39061.25,4,3.5,Youth (13-25),Public Park,Corporate CSR Initiative,0,Yes,No,No,0,Yes,Yes,4195,63,72,58,36,42,Good,Yes,Wheelchair Accessible,Eco-Friendly
1457,Kids Navratri Special,2025-09-16,Day 2,Delhi,Noida,Kids Special,Spiritual Significance of Nine Nights (Navratri as Inner Transformation),350,52389.53,2,4.6,Adults (26-45),Open Ground,NGO - Women Empowerment,50,Yes,Yes,No,0,No,No,9273,33,23,45,46,29,Good,Yes,Wheelchair Accessible,Moderate
1477,Kids Navratri Special,2025-09-16,Day 2,Delhi,Noida,Kids Special,Navratri as a Platform for Social Unity & Diversity,172,35686.33,3,4.2,All Ages,Temple Complex,Local Community Committee,0,Yes,Yes,Yes,0,No,No,49971,29,35,54,46,40,Excellent,Yes,Wheelchair Accessible,Moderate
1484,Traditional Navratri Garba Night,2025-09-16,Day 2,Delhi,New Delhi,Traditional Garba,Indian Culture & Traditions during Navratri,425,40390.5,4,4.5,Adults (26-45),College Ground,Temple Trust,0,No,No,Yes,0,No,No,45858,37,50,60,46,49,Good,No,Not Accessible,Moderate
1486,Techno Garba Dance Festival,2025-09-16,Day 2,Delhi,New Delhi,Techno Garba,Devi-Devata in Indian Scriptures & their Symbolism,627,176723.36,4,4.2,Youth (13-25),Community Hall,Residential Welfare Association,150,Yes,Yes,No,0,No,No,1594,77,28,45,32,45,Good,Yes,Not Accessible,Moderate
1493,Celebrity Navratri Night,2025-09-16,Day 2,Punjab,Patiala,Celebrity Night,Devi-Devata in Indian Scriptures & their Symbolism,729,203665.05,5,4.4,All Ages,Public Park,Temple Trust,50,Yes,Yes,Yes,0,No,No,33664,35,76,63,52,15,Good,Yes,Limited,Traditional
1495,Traditional Navratri Garba Night,2025-09-16,Day 2,Rajasthan,Jodhpur,Traditional Garba,Navratri as a Platform for Social Unity & Diversity,175,23653.18,5,4.0,Senior (45+),Hotel Banquet,Temple Trust,50,Yes,Yes,Yes,0,No,No,47748,72,36,66,48,24,Excellent,No,Limited,Moderate
1514,Celebrity Navratri Night,2025-09-16,Day 2,Karnataka,Hubli,Celebrity Night,"Music, Dance & Art Forms of Navratri across India",496,144184.67,4,5.0,Adults (26-45),Hotel Banquet,Temple Trust,0,Yes,Yes,No,0,No,Yes,14601,51,28,51,45,23,Good,Yes,Wheelchair Accessible,Traditional
1541,Kids Navratri Special,2025-09-16,Day 2,Punjab,Amritsar,Kids Special,Women Empowerment through Devi Worship,162,39804.04,3,3.8,Kids (5-12),Stadium,Youth Association,200,Yes,No,No,0,Yes,Yes,1238,36,77,66,34,36,Good,Yes,Limited,Moderate
1542,Traditional Navratri Garba Night,2025-09-16,Day 2,Karnataka,Mangalore,Traditional Garba,Garba & Dandiya: Cultural & Global Influence,235,33489.82,5,3.9,Senior (45+),Open Ground,Youth Association,0,No,No,Yes,0,No,Yes,11983,46,22,58,50,23,Good,Yes,Wheelchair Accessible,Traditional
1558,Techno Garba Dance Festival,2025-09-16,Day 2,Uttar Pradesh,Lucknow,Techno Garba,Women Empowerment through Devi Worship,563,95046.37,4,4.7,Adults (26-45),College Ground,NGO - Women Empowerment,50,No,No,No,0,No,No,14003,77,62,59,42,23,Excellent,No,Limited,Moderate
1565,Techno Garba Dance Festival,2025-09-16,Day 2,Karnataka,Belgaum,Techno Garba,Eco-Friendly Navratri: Green Celebrations & Sustainability,492,109348.77,4,4.6,Kids (5-12),School Campus,Municipal Corporation,0,Yes,Yes,Yes,0,No,No,21710,73,33,60,39,36,Good,Yes,Not Accessible,Moderate
1569,Traditional Navratri Garba Night,2025-09-16,Day 2,Rajasthan,Udaipur,Traditional Garba,Importance of Shrishti (Creation) & Cosmic Energy,290,78261.12,3,4.2,All Ages,College Ground,Temple Trust,200,No,Yes,No,0,Yes,Yes,49904,27,37,52,53,22,Good,Yes,Wheelchair Accessible,Moderate
1571,Traditional Navratri Garba Night,2025-09-16,Day 2,Punjab,Amritsar,Traditional Garba,Mata Sati & the Significance of Shakti Peethas,180,35383.5,4,3.6,All Ages,School Campus,Residential Welfare Association,0,Yes,No,Yes,0,No,Yes,21830,42,74,50,55,21,Excellent,Yes,Limited,Moderate
1578,Traditional Navratri Garba Night,2025-09-16,Day 2,Maharashtra,Pune,Traditional Garba,Social & Economic Impact of Navratri Celebrations,418,114973.82,3,3.9,Youth (13-25),School Campus,Local Community Committee,100,Yes,Yes,No,0,No,No,47390,56,49,57,37,37,Excellent,Yes,Limited,Moderate
1587,College Navratri Fest,2025-09-16,Day 2,West Bengal,Siliguri,College Fest,"Festivals & Rasa: Economy, Handicrafts, Folk Art & Small Businesses",251,33031.53,6,3.6,Youth (13-25),Public Park,Cultural Society,150,No,Yes,No,0,Yes,No,28112,53,64,69,32,15,Good,Yes,Wheelchair Accessible,Moderate
1589,Navratri Cultural Evening,2025-09-16,Day 2,Maharashtra,Nashik,Cultural Program,Social & Economic Impact of Navratri Celebrations,364,29831.42,4,4.2,Youth (13-25),Community Hall,Temple Trust,50,No,Yes,No,0,No,Yes,8855,22,79,60,37,39,Good,Yes,Not Accessible,Eco-Friendly
1009,Traditional Navratri Garba Night,2025-09-17,Day 3,Tamil Nadu,Chennai,Traditional Garba,Importance of Shrishti (Creation) & Cosmic Energy,195,53685.34,5,4.2,Adults (26-45),Temple Complex,NGO - Women Empowerment,150,Yes,Yes,No,0,No,Yes,22357,37,79,66,53,25,Average,Yes,Wheelchair Accessible,Moderate
1030,College Navratri Fest,2025-09-17,Day 3,Maharashtra,Nagpur,College Fest,Eco-Friendly Navratri: Green Celebrations & Sustainability,432,65322.47,7,4.0,All Ages,Temple Complex,Residential Welfare Association,150,Yes,No,No,0,No,Yes,40756,62,78,45,50,19,Good,Yes,Wheelchair Accessible,Moderate
1034,Kids Navratri Special,2025-09-17,Day 3,Maharashtra,Nagpur,Kids Special,Importance of Shrishti (Creation) & Cosmic Energy,243,37920.91,4,4.3,Senior (45+),Temple Complex,Municipal Corporation,50,No,Yes,No,0,No,No,27215,79,38,56,44,45,Average,No,Wheelchair Accessible,Moderate
1059,Kids Navratri Special,2025-09-17,Day 3,Maharashtra,Thane,Kids Special,Goddess Devi & Her Nine Forms (Navadurga),456,54505.81,3,4.6,Youth (13-25),Public Park,Youth Association,0,No,Yes,No,0,No,No,5599,58,56,64,54,48,Excellent,Yes,Not Accessible,Eco-Friendly
1072,Celebrity Navratri Night,2025-09-17,Day 3,Gujarat,Surat,Celebrity Night,Indian Culture & Traditions during Navratri,692,87632.21,5,4.3,Youth (13-25),Hotel Banquet,School Management,50,Yes,Yes,No,0,No,No,9984,73,48,48,42,10,Good,No,Wheelchair Accessible,Moderate
1083,Celebrity Navratri Night,2025-09-17,Day 3,West Bengal,Howrah,Celebrity Night,Indian Culture & Traditions during Navratri,479,46440.4,5,4.6,Senior (45+),Temple Complex,Temple Trust,50,No,No,No,0,No,Yes,29854,68,26,45,38,37,Good,No,Not Accessible,Moderate
1104,Navratri Cultural Evening,2025-09-17,Day 3,Delhi,Gurgaon,Cultural Program,Women Empowerment through Devi Worship,373,53506.55,4,3.9,Senior (45+),Community Hall,Corporate CSR Initiative,0,No,No,No,0,No,No,9556,41,28,67,37,12,Excellent,Yes,Wheelchair Accessible,Eco-Friendly
1131,Grand Dandiya Celebration,2025-09-17,Day 3,Uttar Pradesh,Agra,Dandiya Night,"Fasting Foods, Rituals & Health Benefits",154,45014.72,7,4.2,Youth (13-25),Hotel Banquet,Residential Welfare Association,0,Yes,Yes,Yes,0,Yes,Yes,15296,29,28,59,34,30,Excellent,Yes,Limited,Moderate
1138,Grand Dandiya Celebration,2025-09-17,Day 3,Gujarat,Gandhinagar,Dandiya Night,Eco-Friendly Navratri: Green Celebrations & Sustainability,390,75749.47,7,4.0,Youth (13-25),Community Hall,Temple Trust,0,Yes,Yes,No,0,No,No,39396,28,34,45,55,28,Good,Yes,Limited,Eco-Friendly
1146,Grand Dandiya Celebration,2025-09-17,Day 3,Uttar Pradesh,Varanasi,Dandiya Night,Women Empowerment through Devi Worship,219,18212.9,6,4.4,Adults (26-45),Hotel Banquet,Residential Welfare Association,150,Yes,No,No,0,No,No,33596,29,62,69,52,38,Good,Yes,Limited,Moderate
1165,Kids Navratri Special,2025-09-17,Day 3,Tamil Nadu,Salem,Kids Special,Comparative Study: Navratri Celebrations in Different States of India,112,17698.98,4,3.8,Adults (26-45),College Ground,Temple Trust,200,Yes,No,No,0,No,No,48929,33,44,60,41,13,Good,Yes,Not Accessible,Eco-Friendly
1180,College Navratri Fest,2025-09-17,Day 3,Uttar Pradesh,Varanasi,College Fest,Mata Sati & the Significance of Shakti Peethas,308,67855.58,7,4.5,Senior (45+),College Ground,College Cultural Committee,100,Yes,Yes,No,0,No,No,14543,27,22,64,34,16,Good,Yes,Wheelchair Accessible,Moderate
1187,Garba Dance Competition,2025-09-17,Day 3,Karnataka,Belgaum,Competition,Importance of Shrishti (Creation) & Cosmic Energy,66,5654.75,5,3.9,Youth (13-25),Temple Complex,Youth Association,0,Yes,No,Yes,5000,Yes,No,15308,63,80,54,45,25,Good,Yes,Wheelchair Accessible,Eco-Friendly
1197,Navratri Cultural Evening,2025-09-17,Day 3,Rajasthan,Bikaner,Cultural Program,Mata Sati & the Significance of Shakti Peethas,131,17642.92,4,4.2,Kids (5-12),Open Ground,School Management,200,No,No,No,0,No,Yes,20581,44,26,61,42,33,Excellent,Yes,Wheelchair Accessible,Eco-Friendly
1200,Kids Navratri Special,2025-09-17,Day 3,Maharashtra,Nashik,Kids Special,Devi-Devata in Indian Scriptures & their Symbolism,413,68759.05,3,4.5,All Ages,Open Ground,Cultural Society,0,Yes,Yes,No,0,Yes,Yes,35758,48,26,69,50,23,Average,Yes,Wheelchair Accessible,Moderate
1213,Navratri Cultural Evening,2025-09-17,Day 3,Maharashtra,Nashik,Cultural Program,"Festivals & Rasa: Economy, Handicrafts, Folk Art & Small Businesses",365,62788.78,4,4.1,Senior (45+),Public Park,Cultural Society,200,No,Yes,No,0,No,No,20506,59,74,60,37,15,Excellent,No,Wheelchair Accessible,Moderate
1219,Celebrity Navratri Night,2025-09-17,Day 3,Delhi,Gurgaon,Celebrity Night,Social & Economic Impact of Navratri Celebrations,852,87347.69,6,4.1,All Ages,School Campus,Municipal Corporation,0,No,Yes,No,0,Yes,No,46337,45,57,56,40,32,Good,No,Wheelchair Accessible,Traditional
1222,Kids Navratri Special,2025-09-17,Day 3,Madhya Pradesh,Sagar,Kids Special,Women Empowerment through Devi Worship,320,70851.53,2,4.1,Adults (26-45),Community Hall,School Management,0,Yes,No,No,0,No,No,31328,74,47,53,42,13,Good,Yes,Wheelchair Accessible,Eco-Friendly
1232,Traditional Navratri Garba Night,2025-09-17,Day 3,Tamil Nadu,Tirunelveli,Traditional Garba,Comparative Study: Navratri Celebrations in Different States of India,215,17567.36,4,4.0,Senior (45+),School Campus,College Cultural Committee,50,No,Yes,No,0,No,Yes,19645,41,71,63,53,21,Good,Yes,Wheelchair Accessible,Traditional
1233,Navratri Cultural Evening,2025-09-17,Day 3,Punjab,Amritsar,Cultural Program,Social & Economic Impact of Navratri Celebrations,82,15744.8,2,3.8,All Ages,Public Park,Municipal Corporation,100,Yes,Yes,No,0,No,No,4127,63,56,52,43,13,Good,Yes,Limited,Eco-Friendly
1262,Celebrity Navratri Night,2025-09-17,Day 3,Gujarat,Rajkot,Celebrity Night,Mata Sati & the Significance of Shakti Peethas,756,206867.34,6,4.1,Senior (45+),College Ground,Residential Welfare Association,0,Yes,Yes,No,0,No,No,22322,47,25,46,48,38,Excellent,No,Wheelchair Accessible,Eco-Friendly
1274,College Navratri Fest,2025-09-17,Day 3,Maharashtra,Nashik,College Fest,Goddess Devi & Her Nine Forms (Navadurga),786,98895.38,7,4.3,All Ages,Stadium,Corporate CSR Initiative,0,Yes,Yes,No,0,No,No,25811,62,29,47,54,47,Good,Yes,Limited,Moderate
1287,College Navratri Fest,2025-09-17,Day 3,Tamil Nadu,Trichy,College Fest,Goddess Devi & Her Nine Forms (Navadurga),470,41235.23,6,4.4,All Ages,College Ground,Temple Trust,0,Yes,No,No,0,Yes,Yes,44209,43,25,48,51,13,Good,Yes,Not Accessible,Moderate
1293,Grand Dandiya Celebration,2025-09-17,Day 3,Punjab,Amritsar,Dandiya Night,Navratri as a Platform for Social Unity & Diversity,380,83393.16,6,4.2,Kids (5-12),Hotel Banquet,Corporate CSR Initiative,50,Yes,Yes,No,0,Yes,No,33328,47,68,47,47,22,Good,Yes,Wheelchair Accessible,Eco-Friendly
1295,Traditional Navratri Garba Night,2025-09-17,Day 3,Maharashtra,Aurangabad,Traditional Garba,Comparative Study: Navratri Celebrations in Different States of India,274,25075.49,3,3.7,Senior (45+),Public Park,Temple Trust,0,Yes,Yes,No,0,Yes,Yes,28757,30,29,52,52,36,Good,Yes,Not Accessible,Traditional
1307,Traditional Navratri Garba Night,2025-09-17,Day 3,Uttar Pradesh,Kanpur,Traditional Garba,Comparative Study: Navratri Celebrations in Different States of India,240,51147.76,5,3.6,Youth (13-25),Open Ground,Corporate CSR Initiative,0,Yes,No,No,0,Yes,No,43503,57,31,63,32,35,Good,Yes,Not Accessible,Eco-Friendly
1325,Kids Navratri Special,2025-09-17,Day 3,Punjab,Bathinda,Kids Special,Devi-Devata in Indian Scriptures & their Symbolism,157,44144.82,2,4.0,Youth (13-25),Community Hall,Residential Welfare Association,0,Yes,Yes,No,0,Yes,Yes,3597,41,22,60,36,38,Excellent,No,Not Accessible,Moderate
1326,Navratri Cultural Evening,2025-09-17,Day 3,West Bengal,Asansol,Cultural Program,Garba & Dandiya: Cultural & Global Influence,170,27545.58,2,3.9,Adults (26-45),Open Ground,Corporate CSR Initiative,100,Yes,No,No,0,No,No,36862,58,51,62,43,32,Good,No,Not Accessible,Eco-Friendly
1331,Kids Navratri Special,2025-09-17,Day 3,Delhi,Gurgaon,Kids Special,Devi-Devata in Indian Scriptures & their Symbolism,202,49118.38,3,4.2,Youth (13-25),Open Ground,Cultural Society,0,Yes,No,No,0,No,No,27797,41,56,62,50,27,Excellent,Yes,Wheelchair Accessible,Moderate
1338,Traditional Navratri Garba Night,2025-09-17,Day 3,Rajasthan,Jodhpur,Traditional Garba,Importance of Shrishti (Creation) & Cosmic Energy,429,46622.59,3,4.4,All Ages,College Ground,Local Community Committee,0,No,No,No,0,No,No,22040,51,72,67,43,38,Good,Yes,Limited,Eco-Friendly
1339,Traditional Navratri Garba Night,2025-09-17,Day 3,Uttar Pradesh,Varanasi,Traditional Garba,"Fasting Foods, Rituals & Health Benefits",305,35728.74,4,4.4,Kids (5-12),Community Hall,Residential Welfare Association,150,Yes,Yes,Yes,0,No,No,42925,34,65,68,33,19,Good,Yes,Wheelchair Accessible,Traditional
1346,Traditional Navratri Garba Night,2025-09-17,Day 3,Maharashtra,Nashik,Traditional Garba,"Fasting Foods, Rituals & Health Benefits",198,54357.72,4,3.8,Kids (5-12),College Ground,School Management,0,Yes,Yes,No,0,No,No,17059,20,29,55,44,23,Excellent,No,Not Accessible,Traditional
1350,College Navratri Fest,2025-09-17,Day 3,Karnataka,Bangalore,College Fest,Goddess Devi & Her Nine Forms (Navadurga),274,22329.19,5,3.7,Adults (26-45),Stadium,NGO - Women Empowerment,0,Yes,No,No,0,Yes,No,3939,29,50,50,39,46,Excellent,Yes,Wheelchair Accessible,Moderate
1358,Kids Navratri Special,2025-09-17,Day 3,Gujarat,Gandhinagar,Kids Special,Social & Economic Impact of Navratri Celebrations,462,98727.62,3,4.5,Kids (5-12),Stadium,Youth Association,50,Yes,Yes,Yes,0,Yes,No,22975,70,58,56,39,39,Good,Yes,Limited,Eco-Friendly
1364,Traditional Navratri Garba Night,2025-09-17,Day 3,Karnataka,Belgaum,Traditional Garba,Women Empowerment through Devi Worship,358,32451.66,3,4.6,Youth (13-25),School Campus,NGO - Women Empowerment,150,Yes,Yes,No,0,No,No,18862,45,39,60,48,18,Good,Yes,Limited,Traditional
1376,Kids Navratri Special,2025-09-17,Day 3,Punjab,Jalandhar,Kids Special,Women Empowerment through Devi Worship,196,42740.22,3,4.1,Youth (13-25),Stadium,Local Community Committee,50,Yes,No,No,0,No,No,22101,27,57,64,34,23,Good,Yes,Wheelchair Accessible,Eco-Friendly
1394,Techno Garba Dance Festival,2025-09-17,Day 3,Madhya Pradesh,Bhopal,Techno Garba,Importance of Shrishti (Creation) & Cosmic Energy,457,110405.33,6,4.1,Senior (45+),Temple Complex,College Cultural Committee,150,Yes,Yes,Yes,0,No,No,49621,37,50,58,51,30,Good,No,Wheelchair Accessible,Moderate
1395,Navratri Cultural Evening,2025-09-17,Day 3,Rajasthan,Jodhpur,Cultural Program,Social & Economic Impact of Navratri Celebrations,136,24456.31,4,3.8,Adults (26-45),Open Ground,NGO - Women Empowerment,0,Yes,Yes,No,0,Yes,Yes,31279,24,74,60,33,23,Good,Yes,Wheelchair Accessible,Moderate
1398,College Navratri Fest,2025-09-17,Day 3,Karnataka,Bangalore,College Fest,Social & Economic Impact of Navratri Celebrations,605,140994.7,5,4.4,Youth (13-25),Hotel Banquet,School Management,0,Yes,No,Yes,0,No,No,24171,75,52,69,47,12,Excellent,No,Limited,Traditional
1447,Grand Dandiya Celebration,2025-09-17,Day 3,West Bengal,Kolkata,Dandiya Night,Spiritual Significance of Nine Nights (Navratri as Inner Transformation),198,37564.69,5,3.7,Adults (26-45),Community Hall,Local Community Committee,200,Yes,Yes,No,0,Yes,No,40115,61,68,62,46,29,Good,No,Wheelchair Accessible,Moderate
1471,Traditional Navratri Garba Night,2025-09-17,Day 3,Uttar Pradesh,Agra,Traditional Garba,"Music, Dance & Art Forms of Navratri across India",322,58767.47,3,4.7,All Ages,Stadium,Cultural Society,0,Yes,Yes,No,0,No,No,47477,41,51,56,36,36,Average,No,Wheelchair Accessible,Eco-Friendly
1482,Kids Navratri Special,2025-09-17,Day 3,Tamil Nadu,Madurai,Kids Special,"Music, Dance & Art Forms of Navratri across India",144,42116.28,3,4.2,Youth (13-25),Hotel Banquet,Cultural Society,0,Yes,No,Yes,0,No,Yes,36380,40,79,52,35,27,Excellent,Yes,Wheelchair Accessible,Eco-Friendly
1502,Traditional Navratri Garba Night,2025-09-17,Day 3,Rajasthan,Jaipur,Traditional Garba,Social & Economic Impact of Navratri Celebrations,191,15515.07,4,3.5,Senior (45+),Open Ground,NGO - Women Empowerment,0,Yes,No,No,0,Yes,No,24232,35,63,66,41,15,Average,Yes,Wheelchair Accessible,Traditional
1522,Techno Garba Dance Festival,2025-09-17,Day 3,Tamil Nadu,Tirunelveli,Techno Garba,Importance of Shrishti (Creation) & Cosmic Energy,428,46268.26,5,4.5,Adults (26-45),Public Park,Corporate CSR Initiative,0,Yes,Yes,Yes,0,Yes,No,3064,67,73,61,48,26,Good,Yes,Wheelchair Accessible,Eco-Friendly
1525,Techno Garba Dance Festival,2025-09-17,Day 3,Tamil Nadu,Madurai,Techno Garba,Comparative Study: Navratri Celebrations in Different States of India,641,81443.58,5,4.6,Senior (45+),Temple Complex,School Management,100,No,Yes,No,0,No,Yes,21343,45,66,61,38,28,Average,Yes,Wheelchair Accessible,Moderate
1529,Celebrity Navratri Night,2025-09-17,Day 3,Madhya Pradesh,Indore,Celebrity Night,"Fasting Foods, Rituals & Health Benefits",748,74903.02,6,4.6,Kids (5-12),Stadium,College Cultural Committee,0,Yes,No,No,0,No,No,30488,44,71,56,47,16,Excellent,Yes,Limited,Eco-Friendly
1535,Garba Dance Competition,2025-09-17,Day 3,Gujarat,Gandhinagar,Competition,Comparative Study: Navratri Celebrations in Different States of India,111,23328.55,5,4.5,Adults (26-45),Stadium,Youth Association,0,Yes,No,Yes,50000,Yes,Yes,3919,64,66,64,36,14,Good,Yes,Wheelchair Accessible,Moderate
1559,Grand Dandiya Celebration,2025-09-17,Day 3,Uttar Pradesh,Meerut,Dandiya Night,"Music, Dance & Art Forms of Navratri across India",376,47826.77,5,4.4,All Ages,Stadium,NGO - Women Empowerment,0,Yes,Yes,No,0,No,No,47526,57,46,63,49,22,Excellent,Yes,Wheelchair Accessible,Eco-Friendly
1588,Techno Garba Dance Festival,2025-09-17,Day 3,Gujarat,Rajkot,Techno Garba,Eco-Friendly Navratri: Green Celebrations & Sustainability,724,75019.34,6,4.2,Senior (45+),Open Ground,Cultural Society,50,Yes,Yes,No,0,No,No,12352,56,54,45,35,19,Good,No,Not Accessible,Eco-Friendly
1591,Techno Garba Dance Festival,2025-09-17,Day 3,Rajasthan,Jaipur,Techno Garba,Mata Sati & the Significance of Shakti Peethas,550,108268.5,4,4.7,All Ages,Community Hall,NGO - Women Empowerment,100,No,Yes,No,0,No,Yes,4042,53,45,63,45,14,Excellent,Yes,Not Accessible,Moderate
1598,Traditional Navratri Garba Night,2025-09-17,Day 3,Tamil Nadu,Trichy,Traditional Garba,"Music, Dance & Art Forms of Navratri across India",162,40492.84,4,3.8,Youth (13-25),Stadium,Municipal Corporation,100,Yes,No,Yes,0,No,Yes,42148,38,30,50,46,32,Excellent,Yes,Limited,Moderate
1015,Celebrity Navratri Night,2025-09-18,Day 4,Delhi,New Delhi,Celebrity Night,Spiritual Significance of Nine Nights (Navratri as Inner Transformation),1061,273229.63,4,4.4,All Ages,Temple Complex,Municipal Corporation,50,Yes,No,Yes,0,Yes,No,36257,51,80,68,51,13,Good,No,Not Accessible,Traditional
1026,Celebrity Navratri Night,2025-09-18,Day 4,Tamil Nadu,Madurai,Celebrity Night,Devi-Devata in Indian Scriptures & their Symbolism,754,138940.76,4,4.8,Senior (45+),Public Park,Corporate CSR Initiative,100,Yes,Yes,No,0,Yes,Yes,40144,31,55,58,54,23,Excellent,Yes,Wheelchair Accessible,Moderate
1054,Celebrity Navratri Night,2025-09-18,Day 4,West Bengal,Durgapur,Celebrity Night,Indian Culture & Traditions during Navratri,677,198261.13,5,4.6,Adults (26-45),Stadium,Residential Welfare Association,0,Yes,No,No,0,No,Yes,6109,72,28,46,32,17,Excellent,Yes,Wheelchair Accessible,Eco-Friendly
1070,Kids Navratri Special,2025-09-18,Day 4,Rajasthan,Jodhpur,Kids Special,Spiritual Significance of Nine Nights (Navratri as Inner Transformation),378,83043.28,4,4.0,Senior (45+),Community Hall,Youth Association,0,No,Yes,No,0,No,No,16901,64,58,63,48,14,Good,No,Wheelchair Accessible,Moderate
1076,Techno Garba Dance Festival,2025-09-18,Day 4,Tamil Nadu,Trichy,Techno Garba,Spiritual Significance of Nine Nights (Navratri as Inner Transformation),421,68494.77,4,4.4,Youth (13-25),Temple Complex,Cultural Society,200,Yes,Yes,No,0,No,No,4631,48,48,54,38,49,Good,Yes,Limited,Traditional
1085,Techno Garba Dance Festival,2025-09-18,Day 4,Gujarat,Bhavnagar,Techno Garba,Women Empowerment through Devi Worship,1212,339439.8,4,4.0,Youth (13-25),Temple Complex,College Cultural Committee,0,Yes,Yes,No,0,No,No,24252,49,57,56,46,39,Excellent,Yes,Wheelchair Accessible,Moderate
1105,Grand Dandiya Celebration,2025-09-18,Day 4,Delhi,Faridabad,Dandiya Night,Mata Sati & the Significance of Shakti Peethas,629,71149.16,6,4.2,Adults (26-45),Open Ground,NGO - Women Empowerment,0,No,Yes,No,0,No,No,49980,27,53,49,39,46,Good,Yes,Not Accessible,Traditional
1111,Celebrity Navratri Night,2025-09-18,Day 4,West Bengal,Malda,Celebrity Night,Comparative Study: Navratri Celebrations in Different States of India,585,98466.05,6,4.2,All Ages,School Campus,College Cultural Committee,0,Yes,Yes,No,0,Yes,Yes,24545,48,55,62,34,47,Good,Yes,Wheelchair Accessible,Moderate
1113,Grand Dandiya Celebration,2025-09-18,Day 4,West Bengal,Siliguri,Dandiya Night,Goddess Devi & Her Nine Forms (Navadurga),145,36540.18,5,3.7,Kids (5-12),Hotel Banquet,Corporate CSR Initiative,150,No,Yes,Yes,0,No,No,10083,26,40,57,38,46,Good,No,Wheelchair Accessible,Moderate
1115,Celebrity Navratri Night,2025-09-18,Day 4,Karnataka,Mysore,Celebrity Night,Goddess Devi & Her Nine Forms (Navadurga),815,124412.53,5,4.2,Youth (13-25),School Campus,Corporate CSR Initiative,0,No,Yes,No,0,Yes,No,12950,36,41,56,34,39,Excellent,Yes,Wheelchair Accessible,Moderate
1128,Navratri Cultural Evening,2025-09-18,Day 4,Punjab,Amritsar,Cultural Program,Comparative Study: Navratri Celebrations in Different States of India,222,50614.81,2,3.6,Senior (45+),College Ground,Cultural Society,100,No,No,No,0,Yes,Yes,41928,68,69,65,45,14,Excellent,Yes,Wheelchair Accessible,Moderate
1136,Kids Navratri Special,2025-09-18,Day 4,Delhi,Gurgaon,Kids Special,Importance of Shrishti (Creation) & Cosmic Energy,238,35261.49,4,3.9,Adults (26-45),School Campus,Youth Association,200,No,Yes,No,0,No,Yes,45895,24,45,58,46,48,Excellent,Yes,Not Accessible,Eco-Friendly
1157,Traditional Navratri Garba Night,2025-09-18,Day 4,Uttar Pradesh,Allahabad,Traditional Garba,Garba & Dandiya: Cultural & Global Influence,311,76450.49,3,4.3,Kids (5-12),Hotel Banquet,Local Community Committee,200,Yes,No,No,0,Yes,No,37071,61,30,55,49,40,Good,Yes,Limited,Moderate
1171,Kids Navratri Special,2025-09-18,Day 4,Delhi,Noida,Kids Special,"Fasting Foods, Rituals & Health Benefits",274,29489.09,3,3.7,Kids (5-12),Hotel Banquet,Youth Association,0,Yes,No,Yes,0,No,Yes,36349,71,29,59,52,18,Excellent,Yes,Wheelchair Accessible,Moderate
1179,Navratri Cultural Evening,2025-09-18,Day 4,Delhi,Noida,Cultural Program,"Music, Dance & Art Forms of Navratri across India",328,56975.67,4,4.4,All Ages,Temple Complex,Corporate CSR Initiative,200,Yes,No,No,0,No,No,11450,27,29,52,46,35,Excellent,Yes,Limited,Moderate
1206,Kids Navratri Special,2025-09-18,Day 4,Delhi,Faridabad,Kids Special,Indian Culture & Traditions during Navratri,209,37282.3,3,4.0,Adults (26-45),Community Hall,Municipal Corporation,0,Yes,Yes,Yes,0,Yes,No,6398,42,55,57,49,24,Average,Yes,Wheelchair Accessible,Eco-Friendly
1210,Traditional Navratri Garba Night,2025-09-18,Day 4,Madhya Pradesh,Sagar,Traditional Garba,Navratri as a Platform for Social Unity & Diversity,259,53709.44,3,3.8,Youth (13-25),School Campus,Youth Association,150,Yes,No,No,0,No,No,13379,68,63,65,53,11,Average,Yes,Wheelchair Accessible,Moderate
